,A0A0C4DH55,A0A075B6I0,A0A075B6J9,A0A075B6K2,A0A075B6K4,A0A075B6P5,A0A0C4DH68,A0A0C4DH67,A0A087WSY6,A0A0A0MRZ8,A0A0A0MT36,A0A0B4J1V0,A0A0B4J1V2,A0A0B4J1X5,A0A0B4J1Y8,P0DP09,A0A0C4DH25,A0A0C4DH29,A0A0C4DH36,A0A0C4DH38,A0A0C4DH43,A0A0C4DH72,A0A0J9YX35,A0A0K9NDT7,A0A1B0GTR4,A0A8H6BS98,A0A8H6BW14,A0A8H6F3V0,P62834,A6NMB1,A6QL64,A8K2U0,B9A064,Q13765,G2XKQ0,O00151,O00231,O00299,O00330,O00391,O00423,O00748,O14745,O14791,O14818,P19105,O14979,O15055,O15143,O15144,O15145,O15231,O15511,O43240,O43390,O43399,O43707,O43768,O43866,O60218,O60235,O60337,O60437,O60506,O60784,Q99880,O60888,O60941,O75015,O75083,O95670,O75352,O75368,O75390,O75556,O75592,P16152,O75874,O94808,O95171,O95336,O95399,O95833,O95835,O95968,O95969,O95994,P00326,P00338,P00352,P00390,P00403,P00441,P00450,P00505,P00558,P00709,P00736,P00738,P00747,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01033,P01034,P01036,P01037,P01040,P01042,P01591,P01594,P01599,P01619,P01700,P01701,P01717,P01743,P01780,P0DP04,P01833,P01834,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P01880,P17693,P02511,P02545,P02647,P02652,P02671,P02675,P02679,P02747,P02749,P02750,P02751,P02753,P02760,P02763,P02765,P02766,P02774,P02787,P02788,P02790,P02792,P02794,P02808,P02814,P03973,P04003,P04004,P04040,P04075,P04080,P04083,P04114,P04179,P04196,P04217,P04259,P04279,P04406,P04632,P04792,P04844,P04899,Q6FI13,P05067,P05109,P05120,P05141,P05155,P05164,P05204,P05386,P05387,Q8NHW5,P05413,P05455,P05546,P05783,P05814,P05976,P06310,P06312,P06454,P06576,P06702,P06703,P06727,P06731,P06733,P06737,P06744,P06748,P06858,P06870,P07108,P07195,P07237,P07288,P07305,P07339,P07355,P07384,P07437,P07476,P07498,P07602,P07737,P07858,P07900,P07910,P07988,P08118,P08133,P08238,P08246,Q16772,P08311,P08603,P08670,P08758,P08865,P09211,P09228,P09429,P09467,P09651,P09758,P09960,P09972,P0C0L5,P0CB38,P0CG39,P62987,P0DMV8,P0DOY3,P0DP25,P0DPA3,P0DUB6,P10153,P10412,P10599,P10809,P10909,P11021,P11142,P11215,P11279,P11413,P11678,P11684,P12273,P12429,P12532,P12724,P12814,P12830,P12955,P12956,P13073,P13489,P13639,P13667,Q56UQ5,P13796,P13797,P14174,P14222,P14314,P14406,P14550,P14618,P14625,P63162,P14780,P14923,P15104,P63000,P15309,P15311,P15515,P15531,P15559,P15880,P15924,P15941,P16050,P16070,P16401,P16403,P16870,P16949,P17066,P17213,P17931,P17987,P18085,P18124,P18206,P18510,P18669,P18827,P19338,P19388,P19652,P19823,P19827,P19835,P19957,P19971,P20061,P20142,P20160,P20591,P20700,P20810,P21333,P21926,P22079,P22314,P22528,P22531,P22532,P22626,P22735,P22894,P23246,P23280,P23284,P23381,P23528,P24158,P24534,P25311,P25398,P25705,P25774,P25786,P25788,P25815,P26038,P26447,P26583,P26599,P26641,P27105,P27348,P27482,Q96L21,P27695,P27797,P27824,P28062,P28066,P28325,P28799,P28838,P29034,P29401,P29508,P29692,P29966,P30040,P30041,P30043,P30044,P30046,P30048,P30050,P30085,P30086,P30101,P30153,P30740,P30838,P31025,P31146,P31151,P31941,P31943,P31944,P31946,P31947,P31948,P31949,P32119,P32456,P32926,P33241,P34932,P35221,P35321,P35325,P35326,P35573,P35579,P36871,P36873,P36952,P36955,P37108,P37802,P37837,P38159,P38919,P39019,P40121,P40227,P40394,P40925,P40926,P41218,P42224,P43487,P43490,P43652,P45880,P45974,P46781,P46782,P46783,P46926,P46940,P47710,P47756,P47914,P47929,P47989,P48444,P48594,P49189,P49327,P49368,P49641,P49773,P49788,P50395,P50552,P50990,P50991,P50995,P51178,P51884,P52209,P52272,P52565,P52566,P52895,P52907,P53634,P54107,P54727,P55058,P55072,P55327,P55786,Q6EEV6,P55957,P56537,P59666,P59827,P59998,P60174,P60660,P60709,P60842,P60866,P60900,P60903,P60953,P60981,P61019,P61026,P61158,P61247,P61604,P61626,P61769,P61978,P61981,P62241,P62258,P62269,P62314,P62316,P62328,P62424,P62495,P62701,P67775,P62750,P62805,Q9H0U4,P62826,P62851,P62857,Q9HAV0,P62888,P62899,P62937,P62942,P63104,Q96FJ2,P63220,P63241,P63244,P63261,P63313,P67809,P67936,P68133,P68036,Q5VTE0,P68363,P68366,P68371,P68402,P68431,P68871,P78417,P80188,P80217,P80303,P80511,P80723,P80748,P81605,P82979,P83731,P84090,P84103,P98088,P98179,P99999,Q00610,Q00688,Q00796,Q00839,Q01105,Q01469,Q01518,Q01813,Q02383,Q02413,Q02543,Q02818,Q02878,Q03591,Q04323,Q04828,Q04837,Q04941,Q05639,Q06323,Q06830,Q07020,Q07157,Q07283,Q07654,Q07960,Q08188,Q08380,Q09028,Q09666,Q12792,Q12905,Q12906,Q13228,Q13404,Q13409,Q13410,Q13576,Q13813,Q13835,Q13838,Q13938,Q14011,Q14019,Q14103,Q14116,Q14134,Q14444,Q14508,Q14624,Q14651,Q14697,Q14764,Q14847,Q14974,Q149N8,Q14CN2,Q15056,Q15084,Q15149,Q15181,Q15365,Q15366,Q15435,Q16378,Q16610,Q16658,Q16666,Q16719,Q16851,Q16881,Q2VWP7,Q32MZ4,Q3LXA3,Q4G0P3,Q4G148,Q56A73,Q58FF6,Q5SSG8,Q5T197,Q5T749,Q5T750,Q5TBA9,Q5TEC6,Q5TZA2,Q9Y4E1,Q6P5S2,Q6PCB0,Q6S8J3,Q6UWW0,Q6UX06,Q6W4X9,Q6XPR3,Q6XZF7,Q6ZN66,Q6ZVX7,Q70CQ2,Q71DI3,Q7LBR1,Q7Z406,Q7Z5L0,Q7Z7F0,Q86T26,Q86U42,Q86UW7,Q86V81,Q8IUC0,Q8IX30,Q8IXS2,Q8N3Y7,Q8N4F0,Q8NAP8,Q8NBJ4,Q8NBS9,Q8NC51,Q8NCX0,Q8NFJ5,Q8NFU5,Q8TAX7,Q8TCB6,Q8TD33,Q8TDL5,Q8TE68,Q9NP97,Q8WUM4,Q8WVV4,Q8WWI1,Q8WXI7,Q92597,Q92623,Q92747,Q92750,Q92817,Q92820,Q92887,Q96AE4,Q96C19,Q96CV9,Q96DA0,Q96DR5,Q96FQ6,Q96FW1,Q96HE7,Q96KP4,Q96LP2,Q96MM6,Q96NY7,Q96P44,Q96PD5,Q96PQ7,Q96QK1,Q96QR1,Q96RY5,Q96TA1,Q99102,Q99497,Q99584,Q99685,Q99715,Q99832,Q99935,Q9BQE3,Q9BRF8,Q9BRP8,Q9BTE6,Q9BW30,Q9BWV3,Q9BYD5,Q9BZG1,Q9GZZ8,Q9H173,Q9H299,Q9H2C0,Q9H6R0,Q9HC38,Q9HC84,Q9HCY8,Q9HD89,Q9NP55,Q9NTG1,Q9NTJ4,Q9NYL9,Q9NZR2,Q9NZT1,Q9P1F3,Q9P2E9,Q9UBC9,Q9UBD5,Q9UBD6,Q9UBG3,Q9UDY2,Q9UGM3,Q9UHA7,Q9UHD8,Q9UIV8,Q9UJ70,Q9UJU6,Q9UKI8,Q9UKR0,Q9UKR3,Q9UL46,Q9ULZ3,Q9UM07,Q9UNS2,Q9Y265,Q9Y2V2,Q9Y2Z0,Q9Y314,Q9Y3Z3,Q9Y490,Q9Y5Z4,Q9Y6D9,Q9Y6N5,Q9Y6R7
iBAQ H5,0.0,0.0,0.0,0.0,26509000.0,194400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13203000.0,0.0,0.0,13556000.0,0.0,0.0,0.0,12138000.0,7965800.0,0.0,0.0,0.0,5143100.0,0.0,7943600.0,1942400.0,0.0,2177100.0,0.0,0.0,0.0,0.0,2294300.0,0.0,26217000.0,0.0,0.0,0.0,0.0,1446100.0,993180.0,9453200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6454000.0,0.0,1169400.0,0.0,11802000.0,0.0,0.0,2104800.0,0.0,0.0,595290.0,1702900.0,0.0,107990000.0,7195900.0,0.0,5359700.0,0.0,0.0,0.0,20328000.0,0.0,0.0,7040700.0,0.0,2457400.0,0.0,0.0,0.0,0.0,0.0,1650300.0,0.0,0.0,16262000.0,46819000.0,57598000.0,120730000.0,1673300.0,0.0,19702000.0,16341000.0,0.0,20660000.0,0.0,0.0,21278000.0,12615000.0,3439800.0,7709500.0,15119000.0,4184000.0,1959600.0,53529000.0,56687000.0,8175400.0,18319000.0,5949900.0,0.0,0.0,8085200.0,0.0,0.0,7491200.0,89783000.0,77962000.0,37099000.0,0.0,0.0,0.0,4643300.0,26897000.0,107830000.0,37822000.0,120300000.0,11450000.0,8162600.0,32154000.0,51125000.0,8387400.0,6369200.0,0.0,0.0,20436000.0,63215000.0,12740000.0,19454000.0,58745000.0,42733000.0,7749600.0,8275300.0,5100100.0,1597400.0,0.0,7702000.0,0.0,9176900.0,7066600.0,23348000.0,125550000.0,26317000.0,46401000.0,5972800.0,13554000.0,0.0,0.0,35366000.0,3482700.0,2397000.0,5609400.0,12065000.0,0.0,3217100.0,31385.0,0.0,1647300.0,7320400.0,3304400.0,0.0,31268000.0,11719000.0,29466000.0,0.0,55475000.0,5224000.0,0.0,24550000.0,0.0,0.0,2793200.0,26417000.0,0.0,0.0,13469000.0,0.0,0.0,1876000.0,0.0,4579200.0,0.0,0.0,17241000.0,0.0,0.0,0.0,97106000.0,0.0,13483000.0,1214000.0,164190000.0,0.0,9882400.0,13416000.0,0.0,0.0,65947000.0,16624000.0,10540000.0,0.0,17837000.0,14322000.0,0.0,1752100.0,18454000.0,0.0,0.0,3600800.0,42175000.0,21018000.0,19292000.0,6203200.0,0.0,0.0,0.0,8012500.0,24580000.0,5858500.0,22825000.0,12645000.0,33279000.0,0.0,3709100.0,42917000.0,0.0,19687000.0,4271800.0,1245600.0,0.0,614290.0,0.0,14663000.0,0.0,0.0,49153000.0,24871000.0,102130000.0,0.0,0.0,0.0,18056000.0,0.0,152670000.0,0.0,0.0,1811900.0,41421000.0,0.0,0.0,1805900.0,0.0,24635000.0,5925800.0,0.0,0.0,0.0,0.0,0.0,0.0,4823000.0,0.0,4672000.0,15104000.0,0.0,0.0,15811000.0,0.0,0.0,21326000.0,0.0,0.0,10813000.0,62886000.0,945020.0,7426900.0,0.0,0.0,6149500.0,0.0,0.0,19101000.0,0.0,32126000.0,13478000.0,0.0,0.0,0.0,12336000.0,5706900.0,62976000.0,8502200.0,0.0,4136900.0,15881000.0,0.0,40018000.0,1448700.0,4772400.0,0.0,266750.0,0.0,10207000.0,0.0,4044100.0,0.0,7578000.0,501980.0,0.0,0.0,0.0,0.0,6770400.0,0.0,45558000.0,1862400.0,0.0,2016800.0,0.0,0.0,460710.0,1895900.0,0.0,0.0,0.0,57972000.0,0.0,0.0,2654100.0,0.0,3488600.0,1530900.0,107110000.0,56136000.0,0.0,56703000.0,11247000.0,0.0,2869900.0,0.0,0.0,82723000.0,10573000.0,25560000.0,4613900.0,4163100.0,7436700.0,0.0,15396000.0,0.0,0.0,2091300.0,3713800.0,0.0,2761700.0,4256600.0,0.0,0.0,2206500.0,57305000.0,37270000.0,150300000.0,0.0,2212000.0,0.0,14849000.0,0.0,25481000.0,8425200.0,0.0,2357000.0,16331000.0,22948000.0,13053000.0,0.0,21849000.0,52107000.0,0.0,19922000.0,3631900.0,0.0,8751400.0,0.0,9212200.0,12515000.0,4980800.0,18600000.0,24220000.0,660130.0,0.0,2766100.0,0.0,0.0,0.0,0.0,0.0,299340.0,2253600.0,540290.0,0.0,7530600.0,0.0,3737100.0,12245000.0,26836000.0,1951300.0,0.0,14701000.0,3256700.0,0.0,8101500.0,26400000.0,0.0,3229900.0,1650200.0,7671000.0,1758000.0,0.0,0.0,0.0,0.0,3664800.0,2898900.0,0.0,1879700.0,0.0,1707000.0,13215000.0,5670100.0,0.0,0.0,15421000.0,0.0,0.0,1032600.0,0.0,6868800.0,0.0,0.0,6439000.0,1369800.0,418610.0,0.0,0.0,0.0,20703000.0,2044200.0,40039000.0,17221000.0,46201000.0,6772200.0,1734600.0,0.0,3762000.0,0.0,2627500.0,6955000.0,0.0,65918000.0,537390.0,7722500.0,359420000.0,0.0,3718600.0,67761000.0,20246000.0,0.0,3807300.0,9649000.0,0.0,0.0,4797800.0,0.0,0.0,752970.0,1203400.0,2047000.0,0.0,3143300.0,0.0,18732000.0,5993400.0,0.0,17184000.0,0.0,15480000.0,13551000.0,656780000.0,0.0,1164700.0,0.0,1473700.0,0.0,0.0,3248900.0,5217500.0,10837000.0,0.0,0.0,27669000.0,11391000.0,27531000.0,0.0,85990000.0,0.0,0.0,54570000.0,2700500.0,3846200.0,107780000.0,1420000.0,10676000.0,0.0,8009400.0,32933000.0,31967000.0,0.0,1879500.0,4738100.0,70355000.0,255550000.0,2530700.0,39059000.0,0.0,2509200.0,0.0,8736500.0,22041000.0,0.0,4233900.0,0.0,0.0,2484600.0,0.0,0.0,15867000.0,137170.0,0.0,7414000.0,0.0,36259000.0,215250000.0,18669000.0,0.0,0.0,0.0,0.0,0.0,3056000.0,8920700.0,0.0,28287000.0,0.0,0.0,0.0,25807000.0,99316000.0,0.0,0.0,0.0,62732000.0,0.0,0.0,5929700.0,699000.0,828970.0,0.0,2155100.0,987860.0,28654000.0,5195900.0,1819000.0,0.0,0.0,202730.0,0.0,7515000.0,3026200.0,0.0,0.0,8703700.0,0.0,0.0,0.0,14239000.0,1985100.0,0.0,971460.0,6848300.0,0.0,666110.0,0.0,0.0,0.0,1578100.0,0.0,6789600.0,20468000.0,0.0,0.0,0.0,0.0,1175200.0,1453300.0,808960.0,3366100.0,1142400.0,0.0,688330.0,503450.0,323450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935200.0,0.0,7336500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676000.0,0.0,3024500.0,0.0,0.0,0.0,0.0,3222000.0,0.0,2582500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153000.0,16519000.0,0.0,3569300.0,0.0,0.0,3294100.0,0.0,15816000.0,0.0,15295000.0,767840.0,1380200.0,0.0,0.0,0.0,0.0,0.0,406140.0,0.0,12636000.0,8331600.0,0.0,0.0,0.0,0.0,1790600.0,1771400.0,2082900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13979000.0,0.0,0.0,1800400.0,0.0,0.0,0.0,48734000.0,0.0,0.0,0.0,0.0,0.0,0.0,531880.0,1691400.0,0.0,0.0,0.0,223240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15036000.0,3699100.0,0.0,0.0,0.0,0.0,0.0,0.0,1010200.0,152870.0,2923800.0,0.0,0.0,0.0
iBAQ P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605800.0,4453200.0,0.0,0.0,0.0,14966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768900.0,3719600.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,26624000.0,0.0,0.0,22440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818000.0,0.0,3397200.0,0.0,11638000.0,0.0,0.0,1851700.0,0.0,0.0,0.0,0.0,0.0,5114400.0,0.0,0.0,0.0,0.0,0.0,0.0,7353100.0,0.0,0.0,0.0,0.0,0.0,0.0,6638300.0,0.0,0.0,0.0,657860.0,0.0,0.0,123470000.0,29020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14093000.0,0.0,0.0,1307000.0,2923200.0,0.0,0.0,0.0,3389200.0,13407000.0,0.0,4645100.0,0.0,0.0,0.0,0.0,0.0,0.0,45649000.0,0.0,0.0,0.0,0.0,0.0,0.0,1693800.0,967680.0,4038400.0,0.0,0.0,0.0,10299000.0,0.0,0.0,0.0,0.0,6941800.0,97350000.0,47779000.0,0.0,0.0,0.0,0.0,16877000.0,73376000.0,5169900.0,0.0,6660900.0,0.0,0.0,0.0,0.0,15020000.0,0.0,0.0,0.0,0.0,0.0,0.0,3987200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11957000.0,142070000.0,0.0,0.0,3114400.0,28038000.0,0.0,2017100.0,3149600.0,2908400.0,16124000.0,0.0,0.0,22082000.0,56039000.0,7567600.0,0.0,80290000.0,4153200.0,7963900.0,6943800.0,0.0,1374200.0,21469000.0,0.0,23355000.0,0.0,0.0,0.0,0.0,5788200.0,0.0,0.0,2304500.0,0.0,0.0,0.0,0.0,14174000.0,28000000.0,0.0,0.0,0.0,7166100.0,0.0,0.0,518910.0,0.0,0.0,33687000.0,2742300.0,5895800.0,0.0,0.0,4950100.0,0.0,0.0,0.0,0.0,32230000.0,8718300.0,18553000.0,0.0,2553600.0,0.0,0.0,0.0,39143000.0,0.0,0.0,0.0,0.0,1921300.0,0.0,0.0,5959600.0,0.0,2348200.0,0.0,0.0,2011300.0,0.0,0.0,0.0,0.0,0.0,1999200.0,17676000.0,6625700.0,0.0,0.0,7049200.0,0.0,0.0,91826000.0,8671900.0,0.0,3990400.0,0.0,0.0,2316400.0,2579000.0,0.0,0.0,0.0,0.0,5669600.0,0.0,4784300.0,0.0,0.0,621400.0,0.0,2236200.0,0.0,20945000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11378000.0,2321400.0,0.0,0.0,0.0,0.0,0.0,2906000.0,0.0,0.0,12998000.0,2629100.0,0.0,10430000.0,0.0,0.0,12142000.0,0.0,3442100.0,0.0,2081300.0,0.0,0.0,0.0,0.0,0.0,0.0,2186400.0,0.0,5124400.0,17371000.0,0.0,0.0,6254800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010400.0,575100.0,0.0,0.0,0.0,6098200.0,0.0,16766000.0,0.0,0.0,0.0,0.0,0.0,3271800.0,0.0,41739000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002000.0,44851000.0,0.0,11764000.0,7619400.0,0.0,2561900.0,0.0,0.0,0.0,6315700.0,0.0,0.0,0.0,877650.0,0.0,0.0,5502700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452500.0,3629000.0,1288100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790100.0,0.0,0.0,538910.0,0.0,0.0,0.0,18283000.0,0.0,0.0,0.0,2244700.0,57979.0,1552400.0,0.0,0.0,0.0,0.0,0.0,1743300.0,0.0,3538300.0,0.0,0.0,8869600.0,0.0,8773700.0,0.0,0.0,0.0,0.0,57739000.0,0.0,0.0,1478200.0,0.0,0.0,0.0,0.0,4628100.0,53576000.0,0.0,0.0,6563600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278600.0,0.0,0.0,3640000.0,0.0,0.0,0.0,0.0,0.0,13134000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455900.0,0.0,0.0,0.0,0.0,0.0,0.0,5740900.0,0.0,91662000.0,21514000.0,0.0,2299600.0,0.0,4071900.0,0.0,0.0,0.0,0.0,0.0,24877000.0,11275000.0,0.0,0.0,0.0,64538000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424030.0,0.0,0.0,0.0,0.0,14491000.0,2442200.0,0.0,68584000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5734700.0,217220.0,0.0,0.0,0.0,66049000.0,9920300.0,0.0,720820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015400.0,0.0,0.0,0.0,0.0,0.0,2762500.0,3337400.0,0.0,0.0,0.0,0.0,285730.0,0.0,0.0,0.0,0.0,2804800.0,0.0,2488100.0,0.0,0.0,1758100.0,0.0,0.0,0.0,17133000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42991000.0,0.0,0.0,0.0,0.0,0.0,987600.0,0.0,0.0,3723500.0,0.0,0.0,0.0,7304000.0,0.0,0.0,357660.0,5289300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20983000.0,0.0,0.0,5062000.0,0.0,0.0,565530.0,0.0,0.0,7863800.0,0.0,0.0,1927600.0,0.0,7902800.0,0.0,0.0,0.0,0.0,0.0,2460000.0,27704000.0,0.0,0.0,4377100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421200.0,562460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495400.0,0.0,0.0,0.0,0.0,1630600.0,16961000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95378000.0,0.0,0.0,8137900.0,0.0,0.0,0.0,0.0,1810700.0,3064900.0,0.0,0.0,0.0,4350100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361200.0,0.0,0.0,0.0
